revid,timestamp,label,description,alias,action,language,property
253026578,2015-09-21T12:21:57Z,sr,,,remove,sr,P210
253026601,2015-09-21T12:22:01Z,,,sr,add,sr,P210
253027389,2015-09-21T12:22:29Z,sr,,,add,sr,P210
257980304,2015-10-14T14:40:38Z,,scn,,update,scn,P210
324587116,2016-04-23T04:44:33Z,,,ru,add,ru,P210
349125014,2016-06-19T07:09:11Z,te,,,add,te,P210
356091192,2016-07-10T06:37:41Z,,,it,remove,it,P210
356202281,2016-07-10T15:20:17Z,ko,,,add,ko,P210
412398484,2016-11-29T21:45:44Z,da,,,add,da,P210
412398488,2016-11-29T21:45:45Z,,da,,add,da,P210
465792962,2017-03-13T12:58:32Z,cy,,,add,cy,P210
487374765,2017-05-19T16:38:21Z,,ru,,update,ru,P210
563178371,2017-09-21T13:45:09Z,ar,,,add,ar,P210
581688766,2017-10-20T12:32:19Z,ba,,,add,ba,P210
622756771,2018-01-23T12:01:37Z,,uk,,add,uk,P210
705009010,2018-07-01T12:32:29Z,nn,,,add,nn,P210
718857596,2018-07-31T15:56:16Z,ro,,,add,ro,P210
718857601,2018-07-31T15:56:16Z,,ro,,add,ro,P210
718857605,2018-07-31T15:56:17Z,,,ro,add,ro,P210
718857805,2018-07-31T15:56:37Z,,,ro,add,ro,P210
430275220,2017-01-15T16:40:31Z,en,,,add,en,P3471
432137923,2017-01-17T22:34:06Z,mk,,,add,mk,P3471
433025774,2017-01-19T17:37:59Z,cs,,,add,cs,P3471
433025777,2017-01-19T17:38:00Z,,cs,,add,cs,P3471
433025779,2017-01-19T17:38:00Z,,,cs,add,cs,P3471
434264867,2017-01-22T07:49:52Z,ru,,,add,ru,P3471
435243707,2017-01-23T17:50:20Z,fr,,,add,fr,P3471
435243711,2017-01-23T17:50:21Z,,fr,,add,fr,P3471
450346067,2017-02-17T13:17:01Z,nl,,,add,nl,P3471
534313053,2017-08-09T04:58:39Z,en,,,update,en,P3471
534313056,2017-08-09T04:58:40Z,cs,,,update,cs,P3471
534313057,2017-08-09T04:58:41Z,,,cs,update,cs,P3471
534313059,2017-08-09T04:58:41Z,,,en,add,en,P3471
534400063,2017-08-09T09:35:52Z,fi,,,add,fi,P3471
555225854,2017-09-10T00:34:37Z,sv,,,add,sv,P3471
575394874,2017-10-11T11:44:51Z,mk,,,update,mk,P3471
581050659,2017-10-19T04:09:43Z,es,,,add,es,P3471
581050669,2017-10-19T04:09:43Z,,,es,add,es,P3471
584110743,2017-10-25T20:46:28Z,ca,,,add,ca,P3471
615498959,2018-01-01T08:39:21Z,uk,,,add,uk,P3471
619890984,2018-01-13T19:18:12Z,pl,,,add,pl,P3471
622808932,2018-01-23T16:40:09Z,ar,,,add,ar,P3471
622808934,2018-01-23T16:40:10Z,,,ar,add,ar,P3471
627570341,2018-02-06T16:45:52Z,it,,,add,it,P3471
627572712,2018-02-06T16:54:28Z,it,,,update,it,P3471
710547697,2018-07-14T06:12:13Z,de,,,add,de,P3471
719555977,2018-08-01T20:23:19Z,nn,,,add,nn,P3471
735297909,2018-08-27T19:43:54Z,be-tarask,,,add,be-tarask,P3471
735297915,2018-08-27T19:43:54Z,,be-tarask,,add,be-tarask,P3471
305186039,2016-02-19T16:07:34Z,en,,,add,en,P2540
305233117,2016-02-19T21:50:39Z,fr,,,add,fr,P2540
305233119,2016-02-19T21:50:40Z,,fr,,add,fr,P2540
305238797,2016-02-19T22:51:57Z,nl,,,add,nl,P2540
305511956,2016-02-20T10:02:01Z,cs,,,add,cs,P2540
305511961,2016-02-20T10:02:02Z,,cs,,add,cs,P2540
305512031,2016-02-20T10:02:08Z,,,cs,add,cs,P2540
305514105,2016-02-20T10:05:52Z,,cs,,update,cs,P2540
305526586,2016-02-20T10:31:52Z,ru,,,add,ru,P2540
305526589,2016-02-20T10:31:53Z,,,ru,add,ru,P2540
306493887,2016-02-23T09:28:42Z,de,,,add,de,P2540
306493888,2016-02-23T09:28:42Z,,de,,add,de,P2540
306493892,2016-02-23T09:28:43Z,,,de,add,de,P2540
306493964,2016-02-23T09:29:08Z,de,,,update,de,P2540
308482352,2016-02-29T14:47:47Z,ko,,,add,ko,P2540
308482356,2016-02-29T14:47:48Z,,,ko,add,ko,P2540
308482545,2016-02-29T14:48:19Z,,ko,,add,ko,P2540
308483020,2016-02-29T14:49:35Z,,,ko,add,ko,P2540
354832129,2016-07-06T13:51:27Z,mk,,,add,mk,P2540
486563707,2017-05-15T22:12:59Z,es,,,add,es,P2540
486563710,2017-05-15T22:12:59Z,,,es,add,es,P2540
609624173,2017-12-15T16:17:59Z,ar,,,add,ar,P2540
612456137,2017-12-22T18:37:05Z,uk,,,add,uk,P2540
612456138,2017-12-22T18:37:06Z,,,uk,add,uk,P2540
625645104,2018-02-02T09:41:06Z,,uk,,add,uk,P2540
714112461,2018-07-22T09:33:12Z,lb,,,add,lb,P2540
714112464,2018-07-22T09:33:13Z,,lb,,add,lb,P2540
714112467,2018-07-22T09:33:13Z,,,lb,add,lb,P2540
255153989,2015-10-06T03:56:45Z,zh,,,add,zh,P2198
256780566,2015-10-10T13:41:54Z,de,,,add,de,P2198
256789794,2015-10-10T14:19:42Z,ru,,,add,ru,P2198
256789797,2015-10-10T14:19:42Z,,ru,,add,ru,P2198
256789801,2015-10-10T14:19:43Z,,,ru,add,ru,P2198
256841004,2015-10-10T17:38:57Z,es,,,add,es,P2198
256841006,2015-10-10T17:38:57Z,,,es,add,es,P2198
256841008,2015-10-10T17:38:58Z,de,,,update,de,P2198
257459354,2015-10-12T19:49:47Z,de,,,update,de,P2198
257459356,2015-10-12T19:49:48Z,,de,,add,de,P2198
259016093,2015-10-17T01:12:54Z,pt,,,add,pt,P2198
260225754,2015-10-19T23:16:00Z,pt-br,,,add,pt-br,P2198
260225758,2015-10-19T23:16:00Z,,pt-br,,add,pt-br,P2198
260225761,2015-10-19T23:16:01Z,,,pt-br,add,pt-br,P2198
260809485,2015-10-22T01:10:00Z,en,,,update,en,P2198
260809490,2015-10-22T01:10:00Z,,en,,update,en,P2198
260809494,2015-10-22T01:10:01Z,en-gb,,,add,en-gb,P2198
260809501,2015-10-22T01:10:02Z,,en-gb,,add,en-gb,P2198
260809504,2015-10-22T01:10:02Z,,,en-gb,add,en-gb,P2198
267444929,2015-11-02T22:20:07Z,nl,,,add,nl,P2198
276356652,2015-11-25T11:26:20Z,nb,,,add,nb,P2198
276356653,2015-11-25T11:26:21Z,,,nb,add,nb,P2198
311033870,2016-03-08T12:07:19Z,sr,,,add,sr,P2198
334759396,2016-05-10T12:06:12Z,,es,,add,es,P2198
334759401,2016-05-10T12:06:13Z,,,es,add,es,P2198
356417372,2016-07-11T01:24:57Z,mk,,,add,mk,P2198
415664808,2016-12-11T11:44:16Z,ca,,,add,ca,P2198
415664815,2016-12-11T11:44:19Z,,,ca,add,ca,P2198
423761982,2017-01-03T13:33:46Z,pl,,,add,pl,P2198
423761984,2017-01-03T13:33:46Z,,pl,,add,pl,P2198
477208311,2017-04-21T20:32:16Z,hu,,,add,hu,P2198
535986543,2017-08-11T21:41:23Z,fr,,,add,fr,P2198
535986548,2017-08-11T21:41:23Z,,fr,,add,fr,P2198
536425843,2017-08-12T15:42:36Z,ar,,,add,ar,P2198
536425847,2017-08-12T15:42:36Z,,,ar,add,ar,P2198
551713637,2017-09-04T16:35:51Z,fr,,,update,fr,P2198
551713642,2017-09-04T16:35:51Z,,fr,,update,fr,P2198
611819654,2017-12-21T13:50:18Z,uk,,,add,uk,P2198
611820014,2017-12-21T13:50:59Z,,uk,,add,uk,P2198
611820018,2017-12-21T13:50:59Z,,,uk,add,uk,P2198
715393470,2018-07-25T08:59:07Z,,,,add,,P5524
715400728,2018-07-25T09:15:54Z,de,,,add,de,P5524
715400732,2018-07-25T09:15:54Z,,de,,add,de,P5524
715401443,2018-07-25T09:17:27Z,ca,,,add,ca,P5524
715401448,2018-07-25T09:17:27Z,,ca,,add,ca,P5524
715402940,2018-07-25T09:20:58Z,,,ca,add,ca,P5524
715404782,2018-07-25T09:25:13Z,,ca,,update,ca,P5524
715406401,2018-07-25T09:28:34Z,,ca,,update,ca,P5524
715426335,2018-07-25T10:16:06Z,cs,,,add,cs,P5524
715426338,2018-07-25T10:16:06Z,,cs,,add,cs,P5524
715426342,2018-07-25T10:16:07Z,,,cs,add,cs,P5524
715429119,2018-07-25T10:23:07Z,,en,,update,en,P5524
715429123,2018-07-25T10:23:07Z,,,en,add,en,P5524
715721111,2018-07-25T22:45:22Z,uk,,,add,uk,P5524
715721112,2018-07-25T22:45:22Z,,uk,,add,uk,P5524
715721115,2018-07-25T22:45:23Z,,,uk,add,uk,P5524
716230019,2018-07-27T05:31:36Z,sv,,,add,sv,P5524
716230242,2018-07-27T05:32:06Z,sv,,,remove,sv,P5524
716957169,2018-07-28T04:05:13Z,sr,,,add,sr,P5524
717072745,2018-07-28T09:14:36Z,mk,,,add,mk,P5524
717208176,2018-07-28T13:27:59Z,ar,,,add,ar,P5524
717208182,2018-07-28T13:28:00Z,,,ar,add,ar,P5524
717253530,2018-07-28T15:15:03Z,pt,,,add,pt,P5524
718299482,2018-07-30T14:44:36Z,ru,,,add,ru,P5524
718561397,2018-07-31T02:39:34Z,es,,,add,es,P5524
718709858,2018-07-31T11:30:21Z,sv,,,add,sv,P5524
718709860,2018-07-31T11:30:22Z,,sv,,add,sv,P5524
718709935,2018-07-31T11:30:34Z,,,sv,add,sv,P5524
721979231,2018-08-06T09:38:21Z,eu,,,add,eu,P5524
721979234,2018-08-06T09:38:21Z,,eu,,add,eu,P5524
721979239,2018-08-06T09:38:22Z,,,es,add,es,P5524
723919027,2018-08-10T17:54:20Z,da,,,add,da,P5524
727513780,2018-08-17T01:42:25Z,,,en,add,en,P5524
729503230,2018-08-19T18:08:11Z,ca,,,update,ca,P5524
729503323,2018-08-19T18:08:19Z,,,ca,update,ca,P5524
729503470,2018-08-19T18:08:30Z,ca,,,update,ca,P5524
729503476,2018-08-19T18:08:31Z,,,ca,update,ca,P5524
31557846,2013-04-27T06:28:25Z,it,,,update,it,P467
31557966,2013-04-27T06:28:51Z,,it,,update,it,P467
31558020,2013-04-27T06:29:03Z,it,,,update,it,P467
31558048,2013-04-27T06:29:09Z,,,it,add,it,P467
31560351,2013-04-27T06:38:33Z,it,,,update,it,P467
31560367,2013-04-27T06:38:37Z,,,it,add,it,P467
31560397,2013-04-27T06:38:45Z,,it,,update,it,P467
31566484,2013-04-27T06:59:53Z,ro,,,update,ro,P467
31566675,2013-04-27T07:00:25Z,,ro,,update,ro,P467
31623145,2013-04-27T10:10:21Z,,fr,,update,fr,P467
31623319,2013-04-27T10:11:03Z,fr,,,update,fr,P467
31623445,2013-04-27T10:11:29Z,,fr,,update,fr,P467
31629148,2013-04-27T10:31:09Z,ca,,,update,ca,P467
31730136,2013-04-27T15:39:04Z,ja,,,update,ja,P467
31730341,2013-04-27T15:39:39Z,,ja,,update,ja,P467
32548107,2013-04-29T13:19:53Z,fa,,,update,fa,P467
32548379,2013-04-29T13:20:41Z,,fa,,update,fa,P467
32553484,2013-04-29T13:38:09Z,de,,,update,de,P467
32553779,2013-04-29T13:39:22Z,,de,,update,de,P467
32563223,2013-04-29T14:18:14Z,nl,,,update,nl,P467
33187463,2013-05-01T07:38:46Z,fr,,,update,fr,P467
33187545,2013-05-01T07:39:12Z,,fr,,update,fr,P467
35585095,2013-05-05T08:24:35Z,vi,,,update,vi,P467
35585230,2013-05-05T08:24:54Z,vi,,,update,vi,P467
35709375,2013-05-05T12:43:03Z,da,,,update,da,P467
35709963,2013-05-05T12:43:37Z,,da,,update,da,P467
41154429,2013-05-13T07:02:49Z,sr,,,update,sr,P467
42730397,2013-05-16T00:54:11Z,es,,,update,es,P467
42730421,2013-05-16T00:54:24Z,,es,,update,es,P467
42807574,2013-05-16T09:18:10Z,nds,,,update,nds,P467
42807598,2013-05-16T09:18:19Z,,nds,,update,nds,P467
43014800,2013-05-17T00:45:02Z,mk,,,update,mk,P467
44797733,2013-05-21T19:18:56Z,oc,,,update,oc,P467
45121561,2013-05-22T22:11:02Z,,en,,update,en,P467
46384877,2013-05-25T10:44:25Z,,ca,,update,ca,P467
52700247,2013-06-27T07:40:20Z,ms,,,update,ms,P467
53224582,2013-06-29T12:17:25Z,bs,,,update,bs,P467
53984671,2013-07-03T01:09:02Z,pl,,,update,pl,P467
54475421,2013-07-06T01:44:21Z,ru,,,update,ru,P467
54475550,2013-07-06T01:45:52Z,,,ru,add,ru,P467
54475777,2013-07-06T01:48:37Z,ru,,,update,ru,P467
54475922,2013-07-06T01:49:52Z,,ru,,update,ru,P467
55991214,2013-07-10T21:09:01Z,be,,,update,be,P467
55991306,2013-07-10T21:09:12Z,,be,,update,be,P467
66275932,2013-08-20T04:16:52Z,pt,,,update,pt,P467
67484518,2013-08-29T03:49:26Z,pt-br,,,add,pt-br,P467
70232630,2013-09-13T16:09:55Z,be-tarask,,,add,be-tarask,P467
70232661,2013-09-13T16:10:07Z,,be-tarask,,add,be-tarask,P467
94160525,2013-12-17T09:19:06Z,ko,,,add,ko,P467
94742295,2013-12-19T09:11:53Z,ta,,,add,ta,P467
111850390,2014-02-24T12:50:30Z,te,,,add,te,P467
117351869,2014-03-21T16:53:37Z,sr-ec,,,add,sr-ec,P467
117351903,2014-03-21T16:53:50Z,sr-el,,,add,sr-el,P467
125280329,2014-05-04T07:45:37Z,hu,,,add,hu,P467
136613496,2014-06-04T10:13:11Z,nb,,,add,nb,P467
151149191,2014-08-16T20:55:55Z,ia,,,add,ia,P467
153723696,2014-08-28T01:06:41Z,zh-hans,,,add,zh-hans,P467
156603431,2014-09-09T22:26:21Z,,,en,add,en,P467
282154898,2015-12-10T07:06:58Z,he,,,add,he,P467
282154901,2015-12-10T07:06:58Z,,he,,add,he,P467
282154902,2015-12-10T07:06:59Z,,,he,add,he,P467
354532824,2016-07-05T16:16:34Z,nl,nl,nl,uptdate,nl,P467
359443372,2016-07-25T11:58:13Z,ar,,,add,ar,P467
359443374,2016-07-25T11:58:14Z,,ar,,add,ar,P467
359443420,2016-07-25T11:58:36Z,,ar,,update,ar,P467
547783729,2017-08-28T06:05:39Z,el,,,add,el,P467
600105446,2017-11-28T18:42:04Z,uk,,,add,uk,P467
600105447,2017-11-28T18:42:05Z,,uk,,add,uk,P467
600105546,2017-11-28T18:42:26Z,,,uk,add,uk,P467
646092809,2018-03-08T21:30:27Z,zh,,,add,zh,P467
646092819,2018-03-08T21:30:28Z,,zh,,add,zh,P467
682847726,2018-05-21T22:34:00Z,id,,,add,id,P467
723924775,2018-08-10T18:08:20Z,sv,,,add,sv,P467
723924782,2018-08-10T18:08:21Z,,sv,,add,sv,P467
691260821,2018-06-06T08:31:11Z,en,,,add,en,P5254
691261102,2018-06-06T08:31:42Z,it,,,add,it,P5254
691261120,2018-06-06T08:31:43Z,,it,,add,it,P5254
691305907,2018-06-06T09:51:51Z,fr,,,add,fr,P5254
692552384,2018-06-08T23:38:15Z,uk,,,add,uk,P5254
692552387,2018-06-08T23:38:16Z,,uk,,add,uk,P5254
695844122,2018-06-14T19:15:46Z,ar,,,add,ar,P5254
695844158,2018-06-14T19:15:51Z,,,ar,add,ar,P5254
712875380,2018-07-19T15:48:28Z,es,,,add,es,P5254
712875392,2018-07-19T15:48:29Z,,,es,add,es,P5254
217236970,2015-05-21T14:38:33Z,en,,,add,en,P1895
217242793,2015-05-21T15:18:37Z,de,,,update,de,P1895
217242795,2015-05-21T15:18:38Z,,de,,update,de,P1895
217561279,2015-05-22T14:40:35Z,fr,,,add,fr,P1895
217561303,2015-05-22T14:40:40Z,,fr,,add,fr,P1895
217567407,2015-05-22T15:01:06Z,ru,,,add,ru,P1895
218695744,2015-05-24T18:25:08Z,nl,,,add,nl,P1895
219232507,2015-05-25T23:20:55Z,uk,,,add,uk,P1895
220177082,2015-05-28T12:03:43Z,el,,,add,el,P1895
227914579,2015-07-09T14:15:38Z,mk,,,add,mk,P1895
243851124,2015-08-17T20:29:21Z,hu,,,add,hu,P1895
245816140,2015-08-27T15:27:29Z,cs,,,add,cs,P1895
245816143,2015-08-27T15:27:30Z,,cs,,add,cs,P1895
245816150,2015-08-27T15:27:31Z,sk,,,add,sk,P1895
254079139,2015-09-28T10:34:00Z,it,,,add,it,P1895
254079181,2015-09-28T10:34:44Z,,it,,add,it,P1895
260574965,2015-10-21T05:46:09Z,vi,,,add,vi,P1895
279011570,2015-12-03T07:24:15Z,he,,,add,he,P1895
279011574,2015-12-03T07:24:16Z,,he,,add,he,P1895
308515961,2016-02-29T16:27:50Z,,de,,update,de,P1895
345639386,2016-06-10T08:16:25Z,it,,,update,it,P1895
345639389,2016-06-10T08:16:26Z,,it,,update,it,P1895
345639393,2016-06-10T08:16:26Z,,,it,add,it,P1895
345639488,2016-06-10T08:16:43Z,it,,,update,it,P1895
345639494,2016-06-10T08:16:45Z,,it,,update,it,P1895
345655545,2016-06-10T09:06:49Z,it,,,update,it,P1895
345655553,2016-06-10T09:06:50Z,,it,,update,it,P1895
359372849,2016-07-24T19:49:43Z,pl,,,add,pl,P1895
369406304,2016-08-25T18:18:01Z,es,,,add,es,P1895
369406308,2016-08-25T18:18:02Z,,es,,add,es,P1895
474613014,2017-04-13T19:44:43Z,fi,,,add,fi,P1895
587470870,2017-11-01T16:43:50Z,ro,,,add,ro,P1895
587470875,2017-11-01T16:43:51Z,,ro,,add,ro,P1895
587470879,2017-11-01T16:43:52Z,,,ro,add,ro,P1895
616488864,2018-01-04T10:44:04Z,ar,,,add,ar,P1895
616488869,2018-01-04T10:44:05Z,,,ar,add,ar,P1895
644613481,2018-03-06T19:05:15Z,,af,,add,af,P1895
683394745,2018-05-22T18:58:26Z,ca,,,add,ca,P1895
683394752,2018-05-22T18:58:26Z,,,ca,add,ca,P1895
693611081,2018-06-10T19:37:29Z,,en,,update,en,P1895
708574793,2018-07-09T17:40:26Z,uk,,,update,uk,P1895
708574798,2018-07-09T17:40:26Z,,uk,,add,uk,P1895
708574800,2018-07-09T17:40:27Z,,,uk,add,uk,P1895
706000818,2018-07-04T09:37:12Z,,,,add,,P5429
706449058,2018-07-05T06:59:08Z,zh-hant,,,add,zh-hant,P5429
706449064,2018-07-05T06:59:09Z,,zh-hant,,add,zh-hant,P5429
706520678,2018-07-05T10:19:28Z,uk,,,add,uk,P5429
706520679,2018-07-05T10:19:29Z,,uk,,add,uk,P5429
717222343,2018-07-28T13:55:40Z,ar,,,add,ar,P5429
717222346,2018-07-28T13:55:41Z,,,ar,add,ar,P5429
725703498,2018-08-14T10:15:28Z,ar,,,update,ar,P5429
725703531,2018-08-14T10:15:34Z,,,ar,update,ar,P5429
725704499,2018-08-14T10:18:39Z,ar,,,update,ar,P5429
725785070,2018-08-14T13:59:40Z,,en,,update,en,P5429
726419000,2018-08-15T13:23:21Z,it,,,add,it,P5429
731010885,2018-08-21T15:52:42Z,be-tarask,,,add,be-tarask,P5429
731010889,2018-08-21T15:52:43Z,,be-tarask,,add,be-tarask,P5429
732884042,2018-08-24T13:02:27Z,es,,,add,es,P5429
732884048,2018-08-24T13:02:27Z,,,es,add,es,P5429
69652592,2013-09-11T10:06:46Z,en,,,add,en,P860
69723627,2013-09-11T20:28:57Z,,en,,update,en,P860
69727047,2013-09-11T20:44:12Z,pt,,,add,pt,P860
71078152,2013-09-18T11:02:52Z,pl,,,add,pl,P860
77469439,2013-10-13T17:49:03Z,es,,,add,es,P860
77469674,2013-10-13T17:49:39Z,,es,,add,es,P860
77569719,2013-10-13T22:33:26Z,fr,,,add,fr,P860
84298133,2013-11-07T09:52:41Z,hu,,,add,hu,P860
93643299,2013-12-15T17:16:26Z,ca,,,add,ca,P860
104424314,2014-01-23T11:21:51Z,ru,,,add,ru,P860
106578245,2014-01-30T17:23:37Z,fa,,,add,fa,P860
107387993,2014-02-02T21:26:36Z,fa,,,update,fa,P860
141611708,2014-06-30T05:52:14Z,nl,,,add,nl,P860
141611807,2014-06-30T05:52:58Z,,nl,,add,nl,P860
157080186,2014-09-12T22:45:29Z,de,,,add,de,P860
311703338,2016-03-10T19:51:26Z,hu,,,update,hu,P860
356331908,2016-07-10T19:52:17Z,mk,,,add,mk,P860
424574375,2017-01-05T19:30:38Z,it,,,add,it,P860
532897524,2017-08-06T12:05:56Z,nl,,,update,nl,P860
610290328,2017-12-17T15:34:52Z,uk,,,add,uk,P860
610290332,2017-12-17T15:34:52Z,,uk,,add,uk,P860
671930878,2018-04-30T08:13:25Z,ar,,,add,ar,P860
671930882,2018-04-30T08:13:26Z,,,ar,add,ar,P860
586801844,2017-10-31T13:27:38Z,en,,,add,en,P4457
590286352,2017-11-07T18:14:24Z,,,en,add,en,P4457
595199451,2017-11-17T12:11:15Z,mk,,,add,mk,P4457
595199456,2017-11-17T12:11:16Z,,,mk,add,mk,P4457
619006318,2018-01-11T22:31:41Z,uk,,,add,uk,P4457
619006321,2018-01-11T22:31:41Z,,uk,,add,uk,P4457
619006322,2018-01-11T22:31:41Z,,,uk,add,uk,P4457
641485386,2018-03-01T15:58:18Z,ar,,,add,ar,P4457
641485391,2018-03-01T15:58:19Z,,,ar,add,ar,P4457
687655044,2018-05-30T23:43:22Z,fr,,,add,fr,P4457
419625366,2016-12-24T12:13:00Z,en,,,add,en,P3421
420911691,2016-12-26T16:36:40Z,fr,,,add,fr,P3421
420911694,2016-12-26T16:36:41Z,,fr,,add,fr,P3421
420911696,2016-12-26T16:36:42Z,,,fr,add,fr,P3421
421642945,2016-12-28T15:35:08Z,es,,,add,es,P3421
421642956,2016-12-28T15:35:09Z,,es,,add,es,P3421
421642965,2016-12-28T15:35:11Z,,,es,add,es,P3421
423137413,2017-01-01T08:48:22Z,mk,,,add,mk,P3421
423602991,2017-01-02T20:48:12Z,nl,,,add,nl,P3421
424132697,2017-01-04T08:21:37Z,fr,,,update,fr,P3421
424793913,2017-01-06T10:46:42Z,be-tarask,,,add,be-tarask,P3421
424793917,2017-01-06T10:46:43Z,,be-tarask,,add,be-tarask,P3421
424793919,2017-01-06T10:46:43Z,,,be-tarask,add,be-tarask,P3421
424880054,2017-01-06T15:08:02Z,sr,,,add,sr,P3421
457747823,2017-02-27T22:31:46Z,nb,,,add,nb,P3421
457747825,2017-02-27T22:31:46Z,,nb,,add,nb,P3421
465487943,2017-03-12T19:08:46Z,de,,,add,de,P3421
607631970,2017-12-12T12:38:07Z,fr,,,update,fr,P3421
607631972,2017-12-12T12:38:08Z,,,fr,add,fr,P3421
615434775,2017-12-31T18:41:40Z,uk,,,add,uk,P3421
621927048,2018-01-20T15:45:51Z,ar,,,add,ar,P3421
621927054,2018-01-20T15:45:52Z,,,ar,add,ar,P3421
643854600,2018-03-05T12:34:14Z,,uk,,add,uk,P3421
681143390,2018-05-18T14:34:52Z,,de,,add,de,P3421
681163153,2018-05-18T15:51:25Z,,de,,update,de,P3421
706447144,2018-07-05T06:53:34Z,zh-hant,,,add,zh-hant,P3421
69656010,2013-09-11T10:50:41Z,en,,,add,en,P887
69730604,2013-09-11T20:57:05Z,pt,,,add,pt,P887
71193414,2013-09-19T00:56:56Z,es,,,add,es,P887
71419843,2013-09-19T19:04:10Z,be-tarask,,,add,be-tarask,P887
72279972,2013-09-23T12:29:33Z,ca,,,add,ca,P887
72370503,2013-09-24T09:45:59Z,nl,,,add,nl,P887
72491963,2013-09-25T07:42:21Z,fa,,,add,fa,P887
72492169,2013-09-25T07:43:31Z,,fa,,add,fa,P887
73337704,2013-09-29T12:20:35Z,mk,,,add,mk,P887
82473781,2013-10-29T10:21:23Z,pl,,,add,pl,P887
90126111,2013-11-28T15:01:34Z,ru,,,add,ru,P887
94439868,2013-12-18T03:04:44Z,fr,,,add,fr,P887
94440018,2013-12-18T03:05:38Z,,fr,,add,fr,P887
106157799,2014-01-29T10:34:58Z,de,,,add,de,P887
113562934,2014-03-03T00:45:44Z,,en,,update,en,P887
128525868,2014-05-12T10:43:59Z,sr,,,add,sr,P887
128525882,2014-05-12T10:44:01Z,sr-ec,,,add,sr-ec,P887
128525901,2014-05-12T10:44:05Z,sr-el,,,add,sr-el,P887
153135789,2014-08-25T11:22:28Z,it,,,add,it,P887
153136072,2014-08-25T11:24:09Z,,it,,add,it,P887
155165379,2014-09-02T01:32:38Z,en-gb,,,add,en-gb,P887
155165494,2014-09-02T01:33:06Z,,en-gb,,add,en-gb,P887
169198367,2014-10-29T15:34:11Z,cs,,,add,cs,P887
203677123,2015-03-12T21:30:21Z,bs,,,add,bs,P887
257703048,2015-10-13T18:50:25Z,pt-br,,,add,pt-br,P887
276760932,2015-11-26T23:40:06Z,,de,,add,de,P887
312968275,2016-03-16T12:40:47Z,,,en,add,en,P887
312968278,2016-03-16T12:40:48Z,,,fr,add,fr,P887
465802422,2017-03-13T13:54:33Z,cy,,,add,cy,P887
465802424,2017-03-13T13:54:33Z,,cy,,add,cy,P887
517594519,2017-07-11T09:47:58Z,nb,,,add,nb,P887
517594523,2017-07-11T09:47:58Z,,nb,,add,nb,P887
568516478,2017-09-29T03:22:17Z,ja,,,add,ja,P887
568516483,2017-09-29T03:22:18Z,,ja,,add,ja,P887
606251240,2017-12-09T09:18:20Z,ar,,,add,ar,P887
606251242,2017-12-09T09:18:21Z,,,ar,add,ar,P887
606443493,2017-12-09T18:17:19Z,uk,,,add,uk,P887
606443495,2017-12-09T18:17:19Z,,uk,,add,uk,P887
683977870,2018-05-23T18:15:42Z,ko,,,add,ko,P887
683977875,2018-05-23T18:15:43Z,,,ko,add,ko,P887
697282442,2018-06-16T22:36:11Z,zh-hans,,,add,zh-hans,P887
697282449,2018-06-16T22:36:11Z,,zh-hans,,add,zh-hans,P887
710074347,2018-07-13T09:24:27Z,,en,,update,en,P887
710074351,2018-07-13T09:24:27Z,,de,,update,de,P887
710130141,2018-07-13T12:11:29Z,,,en,add,en,P887
710130146,2018-07-13T12:11:29Z,,,de,add,de,P887
710380603,2018-07-13T22:49:57Z,bn,,,add,bn,P887
710382340,2018-07-13T22:54:25Z,bn,,,update,bn,P887
712259617,2018-07-18T04:03:09Z,fi,,,add,fi,P887
712259620,2018-07-18T04:03:10Z,,,fi,add,fi,P887
714920846,2018-07-24T09:17:46Z,,es,,add,es,P887
715037949,2018-07-24T15:05:33Z,ro,,,add,ro,P887
715037952,2018-07-24T15:05:34Z,,,ro,add,ro,P887
715330938,2018-07-25T05:45:45Z,hu,,,add,hu,P887
715337815,2018-07-25T06:09:17Z,he,,,add,he,P887
315445848,2016-03-25T18:48:29Z,de,,,add,de,P2655
315445936,2016-03-25T18:49:00Z,de,,,add,de,P2655
315445938,2016-03-25T18:49:00Z,,de,,add,de,P2655
316110180,2016-03-27T23:02:29Z,pl,,,add,pl,P2655
316298267,2016-03-28T17:48:38Z,hu,,,add,hu,P2655
316949773,2016-03-30T06:53:10Z,cy,,,add,cy,P2655
316949774,2016-03-30T06:53:11Z,,cy,,add,cy,P2655
316949827,2016-03-30T06:53:30Z,,cy,,update,cy,P2655
317051012,2016-03-30T12:16:02Z,fr,,,add,fr,P2655
317827788,2016-04-01T13:37:37Z,,fr,,add,fr,P2655
320575443,2016-04-10T11:10:26Z,ru,,,add,ru,P2655
320575445,2016-04-10T11:10:26Z,,ru,,add,ru,P2655
366823390,2016-08-19T19:25:43Z,mk,,,add,mk,P2655
369068289,2016-08-24T19:39:50Z,cy,,,update,cy,P2655
369068290,2016-08-24T19:39:51Z,,,cy,add,cy,P2655
451132891,2017-02-18T11:43:20Z,nl,,,add,nl,P2655
612897822,2017-12-23T19:50:32Z,uk,,,add,uk,P2655
617653170,2018-01-08T08:48:00Z,ar,,,add,ar,P2655
617653173,2018-01-08T08:48:01Z,,,ar,add,ar,P2655
622629403,2018-01-22T18:50:27Z,,uk,,add,uk,P2655
